KODE KANWIL,NAMA KANWIL,KODE CABANG,NAMA CABANG,KODE UKER,NAMA UKER,TIPE KANTOR,KODE POS,KECAMATAN,DATI II,Koreksi DATI II,DATI I,ALAMAT,TELEFON
H,Yogyakarta                              ,106,KC Cilacap                              ,6677,UNIT MARTADINATA CILACAP                ,UNIT,53213,CILACAP SELATAN,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Re. Martadinata No.86,0282520297
H,Yogyakarta                              ,106,KC Cilacap                              ,6678,UNIT NUSAWUNGU CILACAP                  ,UNIT,53283,NUSAWUNGU,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Nusawungu No. 300,0282502385
H,Yogyakarta                              ,106,KC Cilacap                              ,6670,UNIT KROYA UTARA CILACAP                ,UNIT,53282,KROYA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Jend. A. Yani No. Kroya,0282494650
H,Yogyakarta                              ,106,KC Cilacap                              ,6679,UNIT PEKUNCEN CILACAP                   ,UNIT,53282,KROYA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Mataram No. 120 Kroya,0282494414
H,Yogyakarta                              ,106,KC Cilacap                              ,3117,UNIT KROYA CILACAP                      ,UNIT,53282,KROYA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl.Jend Sudirman 36 RT17/4,0282494214
H,Yogyakarta                              ,185,KC Majenang                             ,8075,UNIT CIPOROS MAJENANG                   ,UNIT,53255,KARANGPUCUNG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl.Pesanggrahan,02806261386
H,Yogyakarta                              ,185,KC Majenang                             ,6787,UNIT KARANGPUCUNG MAJENANG              ,UNIT,53255,KARANGPUCUNG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl Ry Karangpucung, 0280-6261686
H,Yogyakarta                              ,185,KC Majenang                             ,3767,UNIT KEDUNGREJA MAJENANG                ,UNIT,53263,KEDUNGREJO,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl Patimuan - Sidareja, 0280-523435
H,Yogyakarta                              ,185,KC Majenang                             ,6786,UNIT DAYEUHLUHUR MAJENANG               ,UNIT,53266,DAYEUHLUHUR,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Wirapraja No. Dayeuhluhur,081804750935
H,Yogyakarta                              ,185,KC Majenang                             ,6778,UNIT CINANGSI MAJENANG                  ,UNIT,53257,MAJENANG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Sidareja No. Cinangsi,02807104656
H,Yogyakarta                              ,185,KC Majenang                             ,6790,UNIT TAMBAKSARI MAJENANG                ,UNIT,53263,KEDUNGREJO,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Tambaksari,02807101849
H,Yogyakarta                              ,185,KC Majenang                             ,6779,UNIT CINYAWANG MAJENANG                 ,UNIT,53264,PATIMUAN,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Pakualam,02807101328
H,Yogyakarta                              ,185,KC Majenang                             ,6782,UNIT PATIMUAN MAJENANG                  ,UNIT,53264,PATIMUAN,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Nusawuluh,02807101327
H,Yogyakarta                              ,185,KC Majenang                             ,6781,UNIT LIMBANGAN MAJENANG                 ,UNIT,53257,MAJENANG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Limbangan No. Majenang,02807101139
H,Yogyakarta                              ,185,KC Majenang                             ,6784,UNIT CIMANGGU MAJENANG                  ,UNIT,53256,CIMANGGU,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Genteng No. Cimanggu,02806261316
H,Yogyakarta                              ,185,KC Majenang                             ,6777,UNIT CIMANGGU BARAT MAJENANG            ,UNIT,53256,CIMANGGU,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Cimanggu No. Majenang,02806261068
H,Yogyakarta                              ,185,KC Majenang                             ,3766,UNIT GANDRUNG MANGU MAJENANG            ,UNIT,53254,GANDRUNGMANGU,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Pasar Gandrungmangu No. Majenang,02806260616
H,Yogyakarta                              ,185,KC Majenang                             ,3770,UNIT WANAREJA MAJENANG                  ,UNIT,53265,WANAREJA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Gatot Subroto No. Wanareja,02806260346
H,Yogyakarta                              ,185,KC Majenang                             ,6791,UNIT TARISI MAJENANG                    ,UNIT,53265,WANAREJA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Meluwung,02806226108
H,Yogyakarta                              ,185,KC Majenang                             ,6785,UNIT CIPARI MAJENANG                    ,UNIT,53262,CIPARI,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Cipari No. Majenang,02806226060
H,Yogyakarta                              ,185,KC Majenang                             ,6783,UNIT CILOPADANG MAJENANG                ,UNIT,53257,MAJENANG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Padangjaya No.24 Majenang,0280621646
H,Yogyakarta                              ,185,KC Majenang                             ,6788,UNIT MAJENANG MAJENANG                  ,UNIT,53257,MAJENANG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Diponegoro No.80 Majenang,0280621096
H,Yogyakarta                              ,185,KC Majenang                             ,6780,UNIT DIPONEGORO MAJENANG                ,UNIT,53257,MAJENANG,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Diponegoro No. 168,0280621046
H,Yogyakarta                              ,185,KC Majenang                             ,3768,UNITSIDAREJA MAJENANG                   ,UNIT,53261,SIDAREJA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Yos Sudarso No.54 Sidareja,0280523585
H,Yogyakarta                              ,185,KC Majenang                             ,3769,UNIT SIDAREJA TIMUR MAJENANG            ,UNIT,53261,SIDAREJA,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Jend. Sudirman No.183 Sidareja,0280523160
H,Yogyakarta                              ,185,KC Majenang                             ,6789,UNIT MERGOKARAHARJAN MAJENANG           ,UNIT,53266,DAYEUHLUHUR,Kab. Cilacap,Kab. Cilacap,Jawa Tengah,Jl. Raya Mergokaraharjan No. Majenang,0265743210
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4125,UNIT BEBER CIREBON GUNUNG JATI          ,UNIT,45172,BEBER,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Jendral Sudirman No. 85 Beber, 0232-616081
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4152,UNIT GEBANG CIREBON GUNUNG JAT          ,UNIT,45191,BABAKAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl Raya Cirebon Losari, 0231-661665
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4140,UNIT KRAMAT CIREBON GUNUNG JAT          ,UNIT,45652,DUKUHPUNTANG,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Kramat,02318344607
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4136,UNIT KENANGA CIREBON GUNUNG JA          ,UNIT,45171,CIREBON SELATAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Pangeran Cakrabuana,02318330076
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,3457,UNIT LOSARI CIREBON GUNUNG JAT          ,UNIT,45192,LOSARI,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl Raya Losari Baratu No 42 Losari Cirebon,0231831187
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4131,UNIT JATISEENG CIREBON GUNUNG           ,UNIT,45188,CILEDUG,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Ciledug Kab. Cirebon,0231662675
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4148,UNIT WALED CIREBON GUNUNG JATI          ,UNIT,45188,CILEDUG,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Pabuaran No. 197 Pabuaran Waled,0231661834
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4124,UNIT BABAKAN CIREBON GUNUNG JA          ,UNIT,45191,BABAKAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. P. Sutajaya Kec. Babakan,0231661537
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4127,UNIT SEDONG CIREBON GUNUNG JAT          ,UNIT,45189,SEDONG,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Siliwangi No 2 Sedonglor,0231637758
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4123,UNIT ASTANAJAPURA CIREBON GUNU          ,UNIT,45181,ASTANAJAPURA,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Mertapada Astanajapura,0231635884
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4154,UNIT KARANGSEMBUNG CIREBON GUN          ,UNIT,45186,KARANGSEMBUNG,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Karangsembung No.77,0231635531
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4141,UNIT LEMAHABANG CIREBON GUNUNG          ,UNIT,45183,LEMAHABANG,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Cipeujeuh No. 45 Kec. Lemahabang,0231635031
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4142,UNIT MUNDU CIREBON GUNUNG JATI          ,UNIT,45173,MUNDU,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Mundu Cirebon,0231510015
F,Bandung                                 ,406,KC Cirebon Gunung Jati                  ,4126,UNIT CIPERNA CIREBON GUNUNG JA          ,UNIT,45171,CIREBON SELATAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Kanggraksan No. 48 Kec. Harjamukti,0231485305
F,Bandung                                 ,107,KC Cirebon Kartini                      ,7733,UNIT ARJAWINANGUN II CIREBON            ,UNIT,45162,ARJAWINANGUN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Arjawinangun no. 24B Desa Kebonturi, 0231-8303512
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4139,UNIT KLAYAN CIREBON                     ,UNIT,45151,CIREBON UTARA,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Sunan Gunung Jati No. 6798, 0231-226666
F,Bandung                                 ,107,KC Cirebon Kartini                      ,3458,UNIT PALIMANAN CIREBON                  ,UNIT,45161,PALIMANAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Otista no. 24 Palimanan Cirebon, (0231) 341167
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4143,UNIT PANGURAGAN CIREBON                 ,UNIT,45163,PANGURAGAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Panguragan 7,02318356863
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4129,UNIT GEGESIK CIREBON                    ,UNIT,45164,GEGESIK,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Gegesik Jagapura No. 23,02318356522
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4133,UNIT KAPETAKAN CIREBON                  ,UNIT,45151,CIREBON UTARA,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Sunan Gunungjati No. 22 Gunungjati,02318227920
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4150,UNIT ARJAWINANGUN CIREBON               ,UNIT,45162,ARJAWINANGUN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Pahlawan No 220 Arjawinangun,0231358522
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4147,UNIT SUSUKAN CIREBON                    ,UNIT,45166,SUSUKAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Susukan No. 62 Kec. Susukan,0231357530
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4144,UNIT PASAR MINGGU CIREBON               ,UNIT,45161,PALIMANAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Kyai Agung Tapak,0231343433
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4128,UNIT CIWARINGIN CIREBON                 ,UNIT,45167,CIWARINGIN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl Ciwaringin No. 69 Desa Ciwaringin,0231342558
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4134,UNIT KARANGWANGI CIREBON                ,UNIT,45161,PALIMANAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Jamblang 99,0231341692
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4138,UNIT KLANGENAN CIREBON                  ,UNIT,45156,KLANGENAN,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Klangenan No. 39 Kec. Klangenan,0231341567
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4146,UNIT PLUMBON CIREBON                    ,UNIT,45155,PLUMBON,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Plumbon No. 7 Kec. Plumbon,0231320643
F,Bandung                                 ,107,KC Cirebon Kartini                      ,3295,UNIT WERU CIREBON                       ,UNIT,45154,WERU,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Plered No. 55 Kec. Weru,0231231215
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4149,UNIT WAHIDIN CIREBON                    ,UNIT,45153,CIREBON BARAT,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Tuparev No.45A Cirebon,0231230117
F,Bandung                                 ,107,KC Cirebon Kartini                      ,4135,UNIT KEDAWUNG CIREBON                   ,UNIT,45153,CIREBON BARAT,Kab. Cirebon,Kab. Cirebon,Jawa Barat,Jl. Raya Kedawung No. 513 Kec. Kedawung,0231200396
B,Medan                                   ,194,KC Sidikalang                           ,5379,UNIT TIGALINGGA SIDIKALANG              ,UNIT,22252,TIGALINGGA,Kab. Dairi,Kab. Dairi,Sumatera Utara,Jl.Sisingamangaraja No. 123, 0627-7436047
B,Medan                                   ,194,KC Sidikalang                           ,5377,UNIT SUMBUL SIDIKALANG                  ,UNIT,22281,SUMBUL,Kab. Dairi,Kab. Dairi,Sumatera Utara,Jl.Sisingamangaraja No.76 Kel Pegagan Julu I, 0627-450097
B,Medan                                   ,194,KC Sidikalang                           ,5375,UNIT PARONGIL SIDIKALANG                ,UNIT,22262,SILIMA PUNGGA-PUNGGA,Kab. Dairi,Kab. Dairi,Sumatera Utara,Jl.Sisingamangaraja No, 0627-434049
B,Medan                                   ,194,KC Sidikalang                           ,7622,UNIT MERDEKA SIDIKALANG                 ,UNIT,22217,SIDIKALANG,Kab. Dairi,Kab. Dairi,Sumatera Utara,Sidikalang, 0627-2262
B,Medan                                   ,194,KC Sidikalang                           ,3536,UNIT SISINGAMANGARAJA SIDIKALA          ,UNIT,22211,SIDIKALANG,Kab. Dairi,Kab. Dairi,Sumatera Utara,Jl.Sisingamangaraja No.256, 0627-21149
B,Medan                                   ,194,KC Sidikalang                           ,5378,UNIT TERMINAL SIDIKALANG                ,UNIT,22211,SIDIKALANG,Kab. Dairi,Kab. Dairi,Sumatera Utara,Jalan Trikora No.151 Kel.Sidikalang Kota  Kec.Sidikalang Kab.Dairi Provinsi Sumatera Utara, 0627-21660
B,Medan                                   ,238,KC Binjai                               ,5260,UNIT TANDAM BINJAI                      ,UNIT,20374,HAMPARAN PERAK,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl. Tanjung Pura Desa Tandam Hulu Ii, 061-8826416
B,Medan                                   ,238,KC Binjai                               ,5303,UNIT PUJIMULIO BINJAI                   ,UNIT,20352,SUNGGAL,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl. Binjai Km.12 No.33E Sunggal (20351), 061-8452354
B,Medan                                   ,144,KC Kabanjahe                            ,5270,UNIT SIBOLANGIT KABANJAHE               ,UNIT,20357,SIBOLANGIT,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl.Letnan Jamin Ginting No.160 Ds.Bandar Baru, 0628-97298
B,Medan                                   ,266,KC Lubuk Pakam                          ,5289,UNIT BANGUN PURBA LUBUK PAKAM           ,UNIT,20581,Bangun Purba,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl.Sutomo No. 15, 061-7989021
B,Medan                                   ,266,KC Lubuk Pakam                          ,3528,UNIT GALANG LUBUK PAKAM                 ,UNIT,20585,Galang,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl.P.Kemerdekaan No.38, 061-7980280
B,Medan                                   ,266,KC Lubuk Pakam                          ,5291,UNIT KARANG ANYAR LUBUK PAKAM           ,UNIT,20552,BERINGIN,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl.Pantai Labu No.10 Sidodadi, 061-7951772
B,Medan                                   ,266,KC Lubuk Pakam                          ,3381,UNIT LAPANGAN SEGI TIGA LB PAK          ,UNIT,20511,LUBUKPAKAM,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl.Sultan Hasanuddin, 061-7951230
B,Medan                                   ,266,KC Lubuk Pakam                          ,3380,UNIT TANJUNG MORAWA LBK PAKAM           ,UNIT,20362,TANJUNGMORAWA,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl. Irian No.43, 061-7940501
B,Medan                                   ,266,KC Lubuk Pakam                          ,7038,UNIT TALUN KENAS LUBUK PAKAM            ,UNIT,20363,SINEMBAH TANJUNG MUDA HIL,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl.Besar Tiga Juhar Ds.Gunung RintihStm Hilir, 061-7063111
B,Medan                                   ,266,KC Lubuk Pakam                          ,7829,UNIT TIGA JUHAR LUBUK PAKAM             ,UNIT,20582,SINEMBAH TANJUNG MUDA HUL,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jl. Besar Tiga Juhar No.20 Desa Tiga Juhar,085297321338
B,Medan                                   ,266,KC Lubuk Pakam                          ,5288,UNIT AHMAD DAHLAN LUBUK PAKAM           ,UNIT,20511,LUBUKPAKAM,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Kel. Lubuk Pakam I/Ii Kec. Lubuk Pakam,0617951157
B,Medan                                   ,266,KC Lubuk Pakam                          ,5293,UNIT SIMPANG KAYU BESAR LUBUK           ,UNIT,20362,TANJUNGMORAWA,Kab. Deli Serdang,Kab. Deli Serdang,Sumatera Utara,Jalan Jalan Raya Medan-Tanjung Morawa No.7/8 Simpang Kayu Besar Ds.Limau Manis  Kec.Tanjung Morawa Kab.Deli Serdang Provinsi Sumatera Utara, 061-7942660
